Medicine Name,Symptom,Description
ASA FOETIDA,Female,"Mammae turgid with milk in the unimpregnated. Deficient milk, with oversensitiveness."
ASA FOETIDA,Rectum,"Distended, griping, with hunger. Obstinate constipation. Pain in perineum, as if something dull pressed out. diarrhoea, extremely offensive, with meteorism, and regurgitation of food."
ASA FOETIDA,Chest,"Spasmodic tightness, as if lungs could not be fully expanded. Palpitation more like a tremor."
ASA FOETIDA,Bones,"Darting pain and caries in bones. Periosteum painful, swollen, enlarged. Ulcers affecting bones; thin, ichorous pus."
ASA FOETIDA,Skin,"Itching, better scratching; ulcers painful on edges. Suppressed skin symptoms produce nervous disorders."
ASA FOETIDA,Modalities,"Worse, at night; from tough; left side, during rest, warm applications. Better, open air; from motion, pressure."
ASA FOETIDA,Relationship,Antidotes: China; Mercur.
ASA FOETIDA,Dose,Second to sixth potency.
ASIMINA TRILOBA,Relationship,Compare: Capsic; Bellad.
ARTEMISIA VULGARIS,Head,Drawn back by spasmodic twitchings. Mouth drawn to left. Congestion of brain.
ARTEMISIA VULGARIS,Eyes,"Colored light produces dizziness. Pain and blurring of vision; better; rubbing; worse, using eyes."
ARTEMISIA VULGARIS,Female,Profuse menses. Violent uterine contractions. Spasms during menses.
ARTEMISIA VULGARIS,Fever,"Profuse sweat, smelling like garlic."
ARTEMISIA VULGARIS,Relationship,Compare: Absinth; Cina; Cicuta.
ARTEMISIA VULGARIS,Dose,First to third potency. Said to act better when given with wine.
ARUNDO MAURITANICA,Head,"Itching; falling off of hair; roots of hair painful. Pustules. Pain in occiput, extends to right ciliary region. Deep seated pain in sides of head."
ARUNDO MAURITANICA,Ears,Burning and itching in auditory canals. Eczema behind ears.
ARUNDO MAURITANICA,Nose,"Hay-fever begins with burning and itching of palate and conjunctiva. Annoying itching in the nostrils and roof of the mouth (Wyethia). Coryza; loss of smell (Nat mur). Sneezing, itching of nostrils."
ARUNDO MAURITANICA,Mouth,Burning and itching; bleeding of gums. Ulcers and exfoliations in the commissures. Fissures in tongue.
ARUNDO MAURITANICA,Stomach,Coldness in stomach. Longing for acids.
ARUNDO MAURITANICA,Abdomen,Movement as from something alive. Flatulence pain at pubic region.
ARUNDO MAURITANICA,Stool,Greenish. Burning at anus. Diarrhoea of nursing children (Cham; Calc phos).
ARUNDO MAURITANICA,Urine,Burning. Red sediment (Lyc).
ARUNDO MAURITANICA,Male,Pain in spermatic cord after embrace.
ARUNDO MAURITANICA,Female,Menses too early and profuse. Neuralgic pains from face to shoulders and pubis. Desire with vaginal pruritus.
ARUNDO MAURITANICA,Respiratory,Dyspnoea; cough; bluish expectoration. Burning and pain in nipples.
ARUNDO MAURITANICA,Extremities,"Itching, burning; oedema of hands and feet. Burning and swelling of soles. Copious and offensive sweat of feet."
ARUNDO MAURITANICA,Skin,"Eczema; itching and crawling, especially of chest, upper extremities. Fissures in fingers and heels."
ARUNDO MAURITANICA,Relationship,Compare: Anthoxantum-sweet vernal grass (a popular medicine for hay-fever and coryza). Lolium; Cepa; Sabad; Silica.
ARUNDO MAURITANICA,Dose,Third to sixth potency.
ARUM DRACONTIUM,Head,"Heavy; shooting pain in ears, aching pain behind right ear."
ARUM DRACONTIUM,Throat,"Dry, sore, worse swallowing. Raw and tender. Continued disposition to clear throat. Croupy, hoarse cough with sore throat."
ARUM DRACONTIUM,Urinary,"Irresistible desire to pass urine, burns and smarts."
ARUM DRACONTIUM,Respiratory,"Hoarseness; excess of mucus in larynx. Asthmatic at night. Expectoration thick, heavy."
ARUM DRACONTIUM,Relationship,"Arum Italicum (Brain-fag, with headache in occipital region). Arum maculatum (inflammation and ulceration of mucous membranes. Nasal irritation with polypus)."
ARUM DRACONTIUM,Dose,First potency.
ARUM TRIPHYLLUM,Head,"Bores head in pillow. Headache from too warm clothing, from hot coffee."
ARUM TRIPHYLLUM,Eyes,"Quivering of upper eyelids, especially left."
ARUM TRIPHYLLUM,Nose,"Soreness of nostrils. Acrid, excoriating discharge, producing raw sores. Nose obstructed; must breathe through mouth. Boring in the nose. Coryza; discharge blood-streaked, watery. Nose completely stopped, with fluent, acrid discharge. Hay-fever, with pain over root of nose. Large scabs high up on right side of nose. Face feels chapped, as if from cold wind; feels hot. Constant picking at nose until it bleeds."
ARUM TRIPHYLLUM,Mouth,"Raw feeling at roof and palate. Lips and soft palate sore and burning. Lips chapped and burning. Corners of mouth sore and cracked. Tongue red, sore; whole mouth raw. Picking lips until they bleed. Saliva profuse, acrid, corroding."
ARUM TRIPHYLLUM,Throat,"Swelling of sub-maxillary glands. Constricted and swollen; burns; raw. Constant hawking. Hoarseness. Expectoration of much mucus. Lungs feel sore. Clergyman's sore throat. Voice uncertain, uncontrollable. Worse, talking, singing."
ARUM TRIPHYLLUM,Skin,"Scarlet rash; raw, bloody surfaces anywhere. Impetigo contagiosa."
ARUM TRIPHYLLUM,Modalities,"Worse, northwest wind; lying down."
ARUM TRIPHYLLUM,Relationship,Compare: Ammon carb; Ailanthus; Cepa.
ARUM TRIPHYLLUM,Dose,Third to thirtieth potency.
ARSENICUM IODATUM,Head,"Vertigo, with tremulous feeling, especially in aged."
ARSENICUM IODATUM,Nose,"Thin, watery, irritating, excoriating discharge from anterior and posterior nares; sneezing. Hay-fever. Irritation and tingling of nose constant desire to sneeze (Pollanin). Chronic nasal catarrh; swollen nose; profuse, thick, yellow discharge; ulcers; membrane sore and excoriated. Aggravation by sneezing."
ARSENICUM IODATUM,Throat,"Burning in pharynx. Tonsils swollen. Thick membrane from fauces to lips. Breath fetid, glandular involvement. Diphtheria. Chronic follicular pharyngitis."
ARSENICUM IODATUM,Eyes and Ears,"Scrofulous ophthalmia. Otitis, with fetid, corrosive discharge. Thickening of tympanum. Burning, acrid coryza."
ARSENICUM IODATUM,Stomach,Pain and pyrosis. Vomiting an hour after food. Nausea distressing. Pain in epigastrium. Intense thirst; water is immediately ejected.
ARSENICUM IODATUM,Respiratory,"Slight hacking cough, with dry and stopped-up nostrils. Pleuritis exudativa. Chronic bronchitis. Pulmonary tuberculosis. Pneumonia that fails to clear up. Broncho-pneumonia after grippe. Cough dry, with little difficult expectoration. Aphonia."
ARSENICUM IODATUM,Fever,"Recurrent fever and sweats. Drenching night-sweats. Pulse rapid, feeble, weak, irregular. Chilly, cannot endure cold."
ARSENICUM IODATUM,Skin,"Dry, scaly, itching. Marked exfoliation of skin in large scales, leaving a raw exuding surface beneath. Ichthyosis. Enlarged scrofulous glands. Venereal bubo. Debilitating night-sweats. Eczema of the beard; watery, oozing, itching; worse, washing. Emaciation. Psoriasis. Acne hard, shotty, indurated base with pustule at apex."
ARSENICUM IODATUM,Relationship,"Compare: Tuberculinum; Antimon iod. In hay-fever, compare: Aralia; Naphthalin; Rosa; Sang nit."
ARSENICUM IODATUM,Dose,"Second and third trituration. Ought to be prepared fresh and protected from light. Continued for some time. Clinically, it has been found advisable in tuberculosis to begin with about the 4x and gradually go lower to the second x trit, 5 grains 3 times"
ARSENICUM SULPHURATUM FLAVUM,Relationship,"Arsenic sulph rub (influenza with intense catarrhal symptoms, great prostration and high temperature, purulent discharges, psoriasis, acne, and sciatica. Chilly even before a fire. Itching in various parts. Pellagra)."
ARSENICUM SULPHURATUM FLAVUM,Dose,Third trituration.
ARSENICUM METALLICUM,Head,"Low spirited, memory weak. Desire to be alone. Annoyed by visions, causing her to cry. Head feels too large. Left-sided headache up to eyes and into ears. Headache worse stooping and lying down. Å’dematous swelling of forehead."
ARSENICUM METALLICUM,Face,"Red, itching, burning and bloated. Eyes swelled and watery, burn with coryza. Eyes weak, day and gas light unpleasant."
ARSENICUM METALLICUM,Mouth,"The tongue coated white, and shows imprint of the teeth. Mouth sore and ulcerated."
ARSENICUM METALLICUM,Abdomen,"Sore pain in liver goes through to shoulders and spine. Pain in spleen down to groin. Pain in breast extends to hip and spleen. Diarrhoea, burning watery stools with relief of pain."
ARSENICUM METALLICUM,Dose,Sixth potency.
ARSENICUM HYDROGENISATUM,Head,"Violent vertigo on going upstairs. Eyes sunken; broad, blue circles around. Violent sneezing. Nose cold. Must be wrapped up with warm cloths."
ARSENICUM HYDROGENISATUM,Mouth,"Tongue enlarged; deep, irregular ulcer; nodular swelling. Mouth hot and dry; little thirst."
ARSENICUM HYDROGENISATUM,Dose,Third potency.
ARISTOLOCHIA MILHOMENS,Relationship,"Compare: Aristolochia Serpentaria-Virginia Snake Root--(Symptoms of intestinal tract; colliquative diarrhoea, meteorism. Flatulent dyspepsia. Brain congestion. Distention and cutting pains in abdomen. Symptoms like those of Poison-Oak)."
ARISTOLOCHIA MILHOMENS,Dose,Lower potencies.
ARNICA MONTANA,Mind,"Fears touch, or the approach of anyone. Unconscious; when spoken to answers correctly, but relapses. Indifference; inability to perform continuous active work; morose, delirious. Nervous; cannot bear pain; whole body oversensitive. Says there is nothing the matter with him. Wants to be let alone. Agoraphobia (fear of space). After mental strain or shock."
ARNICA MONTANA,Head,"Hot, with cold body; confused; sensitiveness of brain, with sharp, pinching pains. Scalp feels contracted. Cold spot on forehead. Chronic vertigo; objects whirl about especially when walking."
ARNICA MONTANA,Eyes,"Diplopia from traumatism, muscular paralysis, retinal haemorrhage. Bruised, sore feeling in eyes after close work. Must keep eyes open. Dizzy on closing them. Feel tired and weary after sight-seeing, moving pictures, etc."
ARNICA MONTANA,Ears,Noises in ear caused by rush of blood to the head. Shooting in and around ears. Blood from ears. Dullness of hearing after concussion. Pain in cartilages of ears as if bruised.
ARNICA MONTANA,Nose,"Bleeding after every fit of coughing, dark fluid blood. Nose feels sore; cold."
ARNICA MONTANA,Mouth,Fetid breath. Dry and thirsty. Bitter taste (Colocy). Taste as from bad eggs. Soreness of gums after teeth extraction (Sepia). Empyaema of maxillary sinus.
ARNICA MONTANA,Face,Sunken; very red. Heat in lips. Herpes in face.
ARNICA MONTANA,Stomach,Longing for vinegar. Distaste for milk and meat. Canine hunger. Vomiting of blood. Pain in stomach during eating. Repletion with loathing. Oppressive gases pass upward and downward. Pressure as from a stone. Feeling as if stomach were passing against spine. Fetid vomiting.
ARNICA MONTANA,Abdomen,Stitches under false ribs. Distended; offensive flatus. Sharp thrusts through abdomen.
ARNICA MONTANA,Stool,"Straining of tenesmus in diarrhoea. Offensive, brown, bloody, putrid, involuntary. Looks like brown yeast. Must lie down after every stool. Diarrhoea of consumption; worse lying on left side. Dysenteric stools with muscular pains."
ARNICA MONTANA,Urine,Retained from over-exertion. Dark brick-red sediment. Vesical tenesmus with very painful micturition.
ARNICA MONTANA,Female,Bruised parts after labor. Violent after-pains. Uterine haemorrhage from mechanical injury after coition. Sore nipples. Mastitis from injury. Feeling as if foetus were lying crosswise.
ARNICA MONTANA,Respiratory,"Coughs depending on cardiac lesion, paroxysmal, at night, during sleep, worse exercise. Acute tonsillitis, swelling of soft palate and uvula. Pneumonia; approaching paralysis. Hoarseness from overuse of voice. Raw, sore feeling in morning. Cough produced by weeping and lamenting. Dry, from tickling low down in trachea. Bloody expectoration. Dyspnoea with haemoptysis. All bones and cartilages of chest painful. Violent spasmodic cough, with facial herpes. Whooping cough, child cries before coughing. Pleurodynia (Ranunc; Cimicif)."
ARNICA MONTANA,Heart,"Angina pectoris; pain especially severe in elbow of left arm. Stitches in heart. Pulse feeble and irregular. Cardiac dropsy with distressing dyspnoea. Extremities distended, feel bruised and sore. Fatty heart and hypertrophy."
ARNICA MONTANA,Extremities,"Gout. Great fear of being touched or approached. Pain in back and limbs, as if bruised or beaten. Sprained and dislocated feeling. Soreness after overexertion. Everything on which he lies seems too hard. Deathly coldness of forearm. Cannot walk erect, on account of bruised pain in pelvic region. Rheumatism begins low down and works up (Ledum)."
ARNICA MONTANA,Skin,"Black and blue. Itching, burning, eruption of small pimples. Crops of small boils (Ichthyol; Silica). Ecchymosis. Bed sores (Bovinine locally). Acne indurata, characterized by symmetry in distribution."
ARNICA MONTANA,Sleep,"Sleepless and restless when over tired. Comatose drowsiness; awakens with hot head; dreams of death, mutilated bodies, anxious and terrible. Horrors in the night. Involuntary stools during sleep."
ARNICA MONTANA,Fever,"Febrile symptoms closely related to typhoid. Shivering over whole body. Heat and redness of head, with coolness of rest of body. Internal heat; feet and hands cold. Nightly sour sweats."
ARNICA MONTANA,Modalities,"Worse, least touch; motion; rest; wine; damp cold. Better, lying down, or with head low."
ARNICA MONTANA,Relationship,Antidotes: Camph.
ARNICA MONTANA,Vitex trifolia,"Indian Arnica (Sprains and pains, headache in temples, pain in joints; pain in abdomen; pain in testicles)."
ARNICA MONTANA,Dose,"Third to thirtieth potency. Locally, the tincture, but should never be applied hot or at all when abrasions or cuts are present."
ARSENICUM BROMATUM,Face,"Acne rosacea, with violet papules on nose; worse in the spring. Acne in young people."
ARSENICUM BROMATUM,Dose,"Tincture, two to four drops daily in water. In diabetes, three drops three times a day in a glass of water."
ARGENTUM METALLICUM,Mental,Hurried feeling; time passes slowly; melancholy.
ARGENTUM METALLICUM,Head,"Dull paroxysmal neuralgia over left side, gradually increasing and ceasing suddenly. Scalp very tender to touch. Vertigo, with intoxicated feeling, on looking at running water. Head feels empty, hollow. Eyelids red and thick. Exhausting coryza, with sneezing. Pain in facial bones. Pain between left eye and frontal eminence."
ARGENTUM METALLICUM,Throat,"Raw, hawking, gray, jelly-like mucus, and throat sore on coughing. Profuse and easy morning expectoration."
ARGENTUM METALLICUM,Respiratory,"Hoarseness Aphonia. Raw, sore feeling when coughing. Total loss of voice of professional singers. Larynx feels sore and raw. Easy expectoration, looking like boiled starch. Feeling of raw spot near supra sternal fossa. Worse from use of voice. Cough from laughing. Hectic fever at noon. On reading aloud, must hem and hawk. Great weakness of chest; worse left side. Alteration in timbre of voice. Pain in left lower ribs."
ARGENTUM METALLICUM,Back,"Severe backache; must walk bent, with oppression of chest."
ARGENTUM METALLICUM,Urine,"Diuresis. Urine profuse, turbid, sweet odor. Frequent urination. Polyuria."
ARGENTUM METALLICUM,Extremities,"Rheumatic affections of joints, especially elbow and knee. Legs weak and trembling, worse descending stairs. Involuntary contractions of fingers, partial paralysis of forearm; writer's cramp. Swelling of ankles."
ARGENTUM METALLICUM,Male,"Crushed pain in testicles. Seminal emissions, without sexual excitement. Frequent micturation with burning."
ARGENTUM METALLICUM,Female,"Ovaries feel too large. Bearing-down pain. Prolapse of womb. Eroded spongy cervix. Leucorrhoea foul, excoriating. Palliative in scirrhus of uterus. Pain in left ovary. Climateric haemorrhage. Sore feeling; throughout abdomen; worse by jarring. Uterine disease with pain in joints and limbs."
ARGENTUM METALLICUM,Modalities,"Worse from touch, toward noon. Better in open air; cough at night when lying down (opposite Hyoscy)."
ARGENTUM METALLICUM,Relationship,Antidotes: Mercur; Puls.
ARGENTUM METALLICUM,Dose,Sixth trituration and higher. Not too frequent repetition.
ARGEMONE MEXICANA,Head,"Throbbing headache in eyes and temples. Head hot. Throat very dry, pain on swallowing."
ARGEMONE MEXICANA,Stomach,"Feels sick, like vomiting. Griping in pit of stomach. No appetite. Belching and passing gas."
ARGEMONE MEXICANA,Urinary,Passes less urine. Changing color.
ARGEMONE MEXICANA,Female,Menses suppressed. Diminished sexual desire with weakness.
ARGEMONE MEXICANA,Extremities,Left knee stiff and painful. Feet swollen.
ARGEMONE MEXICANA,Modalities,Worse at noon (weakness).
ARGEMONE MEXICANA,Dose,Sixth potency. Fresh juice is applied to ulcers and warts.
ARGENTUM NITRICUM,Mind,Thinks his understanding will and must fail. Fearful and nervous; impulse to jump out of window. Faintish and tremulous. Melancholic; apprehensive of serious disease. Time passes slowly (Cann ind). Memory weak. Errors of perception. Impulsive; wants to do things in a hurry (Lilium). Peculiar mental impulses. Fears and anxieties and hidden irrational motives for actions.
ARGENTUM NITRICUM,Head,"Headache with coldness and trembling. Emotional disturbances cause appearance of hemi-cranial attacks. Sense of expansion. Brain-fag, with general debility and trembling. Headache from mental exertion, from dancing. Vertigo, with buzzing in ears and with nervous affections. Aching in frontal eminence, with enlarged feeling in corresponding eye. Boring pain; better on tight bandaging and pressure. Itching of scalp. Hemi-crania; bones of head feel as if separated."
ARGENTUM NITRICUM,Eyes,"Inner canthi swollen and red. Spots before the vision. Blurred vision. Photophobia in warm room. Purulent ophthalmia. Great swelling of conjunctiva; discharge abundant and purulent. Chronic ulceration of margin of lids; sore, thick, swollen. Unable to keep eyes fixed steadily. Eye-strain from sewing; worse in warm room. Aching, tired feeling in eyes, better closing or pressing upon them. Useful in restoring power to the weakened ciliary muscles. Paretic condition of ciliary muscle. Acute granular conjunctivitis. Cornea opaque. Ulcer in cornea."
ARGENTUM NITRICUM,Nose,"Loss of smell. Itching. Ulcers in septum. Coryza, with chilliness, lachrymation, and headache."
ARGENTUM NITRICUM,Face,"Sunken, old, pale, and bluish. Old man's look; tight drawing of skin over bones."
ARGENTUM NITRICUM,Mouth,"Gums tender and bleed easily. Tongue has prominent papillae; tip is red and painful. Pain in sound teeth. Taste coppery, like ink. Canker sores."
ARGENTUM NITRICUM,Throat,"Much thick mucus in throat and mouth causes hawking. Raw, rough and sore. Sensation of a splinter in throat on swallowing. Dark redness of throat. Catarrh of smokers, with tickling as of hair in throat. Strangulated feeling."
ARGENTUM NITRICUM,Stomach,"Belching accompanies most gastric ailments. Nausea, retching, vomiting of glairy mucus. Flatulence; painful swelling of pit. Painful spot over stomach that radiates to all parts of the abdomen. Gnawing ulcerating pain; burning and constriction. Ineffectual effort at eructation. Great craving for sweets. Gastritis of drunkards. Ulcerative pain in left side under ribs. Trembling and throbbing in stomach. Enormous distention. Ulceration of stomach, with radiating pain. Desire for cheese and salt."
ARGENTUM NITRICUM,Abdomen,"Colic, with much flatulent distention. Stitchy ulcerative pain on left side of stomach, below short ribs."
ARGENTUM NITRICUM,Stool,"Watery, noisy, flatulent; green, like chopped spinach, with shreddy mucus and enormous distention of abdomen; very offensive. Diarrhoea immediately after eating or drinking. Fluids go right through him; after sweets. After any emotion with flatulence. Itching of anus."
ARGENTUM NITRICUM,Urine,"Urine passes unconsciously, day and night. Urethra inflamed, with pain, burning, itching; pain as from a splinter. Urine scanty and dark. Emission of a few drops after having finished. Divided stream. Early stage of gonorrhoea; profuse discharge and terrible cutting pains; bloody urine."
ARGENTUM NITRICUM,Male,Impotence. Erection fails when coition is attempted. Cancer-like ulcers. Desire wanting. Genitals shrivel. Coition painful.
ARGENTUM NITRICUM,Female,"Gastralgia at beginning of menses. Intense spasm of chest muscles. Organs at night. Nervous erethism at change of life. Leucorrhoea profuse, with erosion of cervix bleeding easily. Uterine haemorrhage, two weeks after menses; Painful affections of left ovary."
ARGENTUM NITRICUM,Respiratory,"High notes cause cough. Chronic hoarseness. Suffocative cough, as if from a hair in throat. Dyspnoea. Chest feels as if a bar were around it. Palpitation, pulse irregular and intermittent; worse lying on right side; (Alumen). Painful spots in chest. Angina pectoris, nightly aggravation. Many people in a room seem to take away his breath."
ARGENTUM NITRICUM,Back,"Much pain. Spine sensitive with nocturnal pains, (Oxal acid) paraplegia; posterior spinal sclerosis."
ARGENTUM NITRICUM,Extremities,"Cannot walk with eyes closed. Trembling, with general debility. Paralysis, with mental and abdominal symptoms. Rigidity of calves. Debility in calves especially. Walks and stands unsteadily, especially when unobserved. Numbness of arms. Post-diphtheritic paralysis (after Gelsem)."
ARGENTUM NITRICUM,Skin,"Brown, tense, and hard. Drawing in skin, as from a spider-web, or dried albuminous substance, withered and dried up. Irregular blotches."
ARGENTUM NITRICUM,Sleep,"Sleepless, from fancies before his imagination; horrible dreams of snakes, and of sexual gratification. Drowsy stupor."
ARGENTUM NITRICUM,Fever,"Chills with nausea. Chilly when uncovered, yet feels smothered if wrapped up."
ARGENTUM NITRICUM,Modalities,"Worse, warmth in any form; at night; from cold food; sweets; after eating; at menstrual period; from emotions, left side. Better, from eructation; fresh air; cold; pressure."
ARGENTUM NITRICUM,Relationship,Antidote: Nat mur.
ARGENTUM NITRICUM,Dose,Third to thirtieth potency.
ARSENICUM ALBUM,Mind,"Great anguish and restlessness. Changes place continually. Fears, of death, of being left alone. Great fear, with cold sweat. Thinks it useless to take medicine. Suicidal. Hallucinations of smell and sight. Despair drives him from place to place. Miserly, malicious, selfish, lacks courage. General sensibility increased (Hep). Sensitive to disorder and confusion."
ARSENICUM ALBUM,Head,"Headaches relieves by cold, other symptoms worse. Periodical burning pains, with restlessness; with cold skin. Hemicrania, with icy feeling of scalp and great weakness. Sensitive head in open air. Delirium tremens; cursing and raving; vicious. Head is in constant motion. Scalp itches intolerably; circular patches of bare spots; rough, dirty, sensitive, and covered with dry scales; nightly burning and itching; dandruff. Scalp very sensitive; cannot brush hair."
ARSENICUM ALBUM,Eyes,"Burning in eyes, with acrid lachrymation. Lids red, ulcerated, scabby, scaly, granulated. Å’dema around eyes. External inflammation, with extreme painfulness; burning, hot, and excoriating lachrymation. Corneal ulceration. Intense photophobia; better external warmth. Ciliary neuralgia, with fine burning pain."
ARSENICUM ALBUM,Ears,"Skin within, raw and burning. Thin, excoriating, offensive otorrhoea. Roaring in ears, during a paroxysm of pain."
ARSENICUM ALBUM,Nose,"Thin, watery, excoriating discharge. Nose feels stopped up. Sneezing without relief. Hay-fever and coryza; worse in open air; better indoors. Burning and bleeding. Acne of nose. Lupus."
ARSENICUM ALBUM,Face,"Swollen, pale, yellow, cachectic, sunken, cold, and covered with sweat (Acetic acid). Expression of agony. Tearing needle-like pains; burning. Lips black, livid. Angry, circumscribed flush of cheeks."
ARSENICUM ALBUM,Mouth,"Unhealthy, easily-bleeding gums. Ulceration of mouth with dryness and burning heat. Epithelioma of lips. Tongue dry, clean, and red; stitching and burning pain in tongue, ulcerated with blue color. Bloody saliva. Neuralgia of teeth; feel long and very sore; worse after midnight; better warmth. Metallic taste. Gulping up of burning water."
ARSENICUM ALBUM,Throat,"Swollen, oedematous, constricted, burning, unable to swallow. Diphtheritic membrane, looks dry and wrinkled."
ARSENICUM ALBUM,Stomach,"Cannot bear the sight or smell of food. Great thirst; drinks much, but little at a time. Nausea, retching, vomiting, after eating or drinking. Anxiety in pit of stomach. Burning pain. Craves acids and coffee. Heartburn; gulping up of acid and bitter substances which seem to excoriate the throat. Long-lasting eructations. Vomiting of blood, bile, green mucus, or brown-black mixed with blood. Stomach extremely irritable; seems raw, as if torn. Gastralgia from slightest food or drink. Dyspepsia from vinegar, acids, ice-cream, ice-water, tobacco. Terrible fear and dyspnoea, with gastralgia; also faintness, icy coldness, great exhaustion. Malignant symptoms. Everything swallowed seems to lodge in the oesophagus, which seems as if closed and nothing would pass. Ill effects of vegetable diet, melons, and watery fruits generally. Craves milk."
ARSENICUM ALBUM,Abdomen,"Gnawing, burning pains like coals of fire; relieved by heat. Liver and spleen enlarged and painful. Ascites and anasarca. Abdomen swollen and painful. Pain as from a wound in abdomen on coughing."
ARSENICUM ALBUM,Rectum,"Painful, spasmodic protrusion of rectum. Tenesmus. Burning pain and pressure in rectum and anus."
ARSENICUM ALBUM,Stool,"Small, offensive, dark, with much prostration. Worse at night, and after eating and drinking; from chilling stomach, alcoholic abuse, spoiled meat. Dysentery dark, bloody, very offensive. Cholera, with intense agony, prostration, and burning thirst. Body cold as ice (Verat). Haemorrhoids burn like fire; relieved by heat. Skin excoriated about anus."
ARSENICUM ALBUM,Urine,"Scanty, burning, involuntary. Bladder as if paralyzed. Albuminous. Epithelial cells; cylindrical clots of fibrin and globules of pus and blood. After urinating, feeling of weakness in abdomen. Bright's disease. Diabetes."
ARSENICUM ALBUM,Female,"Menses too profuse and too soon. Burning in ovarian region. Leucorrhoea, acrid, burning, offensive, thin. Pain as from red-hot wires; worse least exertion; causes great fatigue; better in warm room. Menorrhagia. Stitching pain in pelvis extending down the thigh."
ARSENICUM ALBUM,Respiratory,"Unable to lie down; fears suffocation. Air-passages constricted. Asthma worse midnight. Burning in chest. Suffocative catarrh. Cough worse after midnight; worse lying on back. Expectoration scanty, frothy. Darting pain through upper third of right lung. Wheezing respiration. Haemoptysis with pain between shoulders; burning heat all over. Cough dry, as from sulphur fumes; after drinking."
ARSENICUM ALBUM,Heart,"Palpitation, pain, dyspnoea, faintness. Irritable heart in smokers and tobacco-chewers. Pulse more rapid in morning (Sulph). Dilatation. Cyanosis. Fatty degeneration. Angina pectoris, with pain in neck and occiput."
ARSENICUM ALBUM,Back,Weakness in small of back. Drawing in of shoulders. Pain and burning in back (Oxal ac).
ARSENICUM ALBUM,Extremities,"Trembling, twitching, spasms, weakness, heaviness, uneasiness. Cramps in calves. Swelling of feet. Sciatica. Burning pains. Peripheral neuritis. Diabetic gangrene. Ulcers on heel (Cepa; Lamium). Paralysis of lower limbs with atrophy."
ARSENICUM ALBUM,Skin,"Itching, burning, swellings; oedema, eruption, papular, dry, rough, scaly; worse cold and scratching. Malignant pustules. Ulcers with offensive discharge. Anthrax. Poisoned wounds. Urticaria, with burning and restlessness. Psoriasis. Scirrhus. Icy coldness of body. Epithelioma of the skin. Gangrenous inflammations."
ARSENICUM ALBUM,Sleep,"Disturbed, anxious, restless. Must have head raised by pillows. Suffocative fits during sleep. Sleeps with hands over head. Dreams are full of care and fear. Drowsy, sleeping sickness."
ARSENICUM ALBUM,Fever,"High temperature. Periodicity marked with adynamia. Septic fevers. Intermittent. Paroxysms incomplete, with marked exhaustion. Hay-fever. Cold sweats. Typhoid, not too early; often after Rhus. Complete exhaustion. Delirium; worse after midnight. Great restlessness. Great heat about 3 am."
ARSENICUM ALBUM,Modalities,"Worse, wet weather, after midnight; from cold, cold drinks, or food. Seashore. Right side. Better from heat; from head elevated; warm drinks."
ARSENICUM ALBUM,Dose,Third to thirtieth potency. The very highest potencies often yield brilliant results.
ARBUTUS ANDRACHNE,Relationship,Arbutin; Ledum; Bryonia; Kalmia.
ARBUTUS ANDRACHNE,Dose,"Tincture, to third potency."
ARANEA DIADEMA,Head,Pain in right trifacial nerve from periphery inwards. Confusion; better by smoking in open air. Heat and flickering in eyes; worse in damp weather. Sudden violent pain in teeth at night immediately after lying down.
ARANEA DIADEMA,Female,"Menses too early, too copious. Distention of abdomen. Lumbo-abdominal neuralgia."
ARANEA DIADEMA,Chest,Pain in intercostal nerve from nerve endings to spine. Bright red haemorrhage from lungs (Millefol; Ferr phos).
ARANEA DIADEMA,Stomach,Cramps after eating a little; epigastrium painful to pressure.
ARANEA DIADEMA,Abdomen,"Enlarged spleen. Colic returns same hours. Heaviness in lower abdomen, as of a stone. Diarrhoea. Arms and legs feel as if asleep."
ARANEA DIADEMA,Extremities,"Bone-pains in extremities. Pain in os calcis. Sensation of swelling, and of parts going to sleep."
ARANEA DIADEMA,Sleep,"Restless and waking, as if hands and forearms were swollen and heavy."
ARANEA DIADEMA,Fever,"Coldness, with pain in long bones, and feeling of stone in abdomen at the same hour daily. Chilly day and night; always worse during rain."
ARANEA DIADEMA,Modalities,"Worse, damp weather; late in afternoon, and at midnight. Better, smoking tobacco."
ARANEA DIADEMA,Relationship,"Tela aranearum-Spider's web.--Cardiac sleeplessness, increased muscular energy. Excitement and nervous agitation in febrile states. Dry asthma, harassing coughs; periodic headaches with extreme nervous erethism. Obstinate intermittents. Acts immediately on arterial system, pulse full, strong, compressible."
ARANEA DIADEMA,Dose,Tincture to thirtieth potency.
ARALIA RACEMOSA,Respiratory,"Dry cough coming on after first sleep, about middle of night. Asthma on lying down at night with spasmodic cough; worse after first sleep, with tickling in throat. Constriction of chest; feels as if a foreign body were in throat. Obstruction worse in spring. Hay-fever; frequent sneezing. Rawness and burning behind sternum."
ARALIA RACEMOSA,Female,"Menses suppressed; leucorrhoea foul-smelling, acrid, with pressing-down air. Lochia suppressed, with tympanites."
ARALIA RACEMOSA,Modalities,Worse about 11 pm (cough).
